ts,revenue,weeknum,month,season,holiday
2017-03-08,59848.5,3,3,1,0
2017-03-09,67835.58,4,3,1,0
2017-03-10,63478.57,5,3,1,0
2017-03-11,1,6,3,1,1
2017-03-12,1,7,3,1,1
2017-03-13,66604.49,1,3,1,0
2017-03-14,63976.2,2,3,1,0
2017-03-15,69283.68,3,3,1,0
2017-03-16,64224.23,4,3,1,0
2017-03-17,69619.11,5,3,1,0
2017-03-18,1,6,3,1,1
2017-03-19,1,7,3,1,1
2017-03-20,72051.8,1,3,1,0
2017-03-21,70774.74,2,3,1,0
2017-03-22,69293.99,3,3,1,0
2017-03-23,69010.9,4,3,1,0
2017-03-24,85528.83,5,3,1,0
2017-03-25,1,6,3,1,1
2017-03-26,1,7,3,1,1
2017-03-27,64587.34,1,3,1,0
2017-03-28,67540.64,2,3,1,0
2017-03-29,70157.77,3,3,1,0
2017-03-30,63066.18,4,3,1,0
2017-03-31,61097.96,5,3,1,0
2017-04-01,47483.45,6,4,2,0
2017-04-02,1,7,4,2,1
2017-04-03,1,1,4,2,1
2017-04-04,1,2,4,2,1
2017-04-05,62800.61,3,4,2,0
2017-04-06,67838.25,4,4,2,0
2017-04-07,60187.8,5,4,2,0
2017-04-08,1,6,4,2,1
2017-04-09,1,7,4,2,1
2017-04-10,68614.25,1,4,2,0
2017-04-11,68639.48,2,4,2,0
2017-04-12,70881.22,3,4,2,0
2017-04-13,65907.54,4,4,2,0
2017-04-14,67726.24,5,4,2,0
2017-04-15,1,6,4,2,1
2017-04-16,1,7,4,2,1
2017-04-17,69354.3,1,4,2,0
2017-04-18,69746.69,2,4,2,0
2017-04-19,75630.5,3,4,2,0
2017-04-20,64739.05,4,4,2,0
2017-04-21,58355.6,5,4,2,0
2017-04-22,1,6,4,2,1
2017-04-23,1,7,4,2,1
2017-04-24,70627.36,1,4,2,0
2017-04-25,70927.35,2,4,2,0
2017-04-26,62826.33,3,4,2,0
2017-04-27,62618.66,4,4,2,0
2017-04-28,54889.8,5,4,2,0
2017-04-29,1,6,4,2,1
2017-04-30,1,7,4,2,1
2017-05-01,1,1,5,2,1
2017-05-02,65258.2,2,5,2,0
2017-05-03,65673.84,3,5,2,0
2017-05-04,71849.58,4,5,2,0
2017-05-05,70671.76,5,5,2,0
2017-05-06,1,6,5,2,1
2017-05-07,1,7,5,2,1
2017-05-08,66328.7,1,5,2,0
2017-05-09,67042.2,2,5,2,0
2017-05-10,67837.2,3,5,2,0
2017-05-11,66974.8,4,5,2,0
2017-05-12,64995.35,5,5,2,0
2017-05-13,45.38,6,5,2,0
2017-05-14,1,7,5,2,1
2017-05-15,73505.17,1,5,2,0
2017-05-16,69942.52,2,5,2,0
2017-05-17,73014.1,3,5,2,0
2017-05-18,66750,4,5,2,0
2017-05-19,62040.2,5,5,2,0
2017-05-20,1,6,5,2,1
2017-05-21,1,7,5,2,1
2017-05-22,70128.3,1,5,2,0
2017-05-23,61665.35,2,5,2,0
2017-05-24,64160.65,3,5,2,0
2017-05-25,63513.74,4,5,2,0
2017-05-26,64377.8,5,5,2,0
2017-05-27,53098.3,6,5,2,0
2017-05-28,1,7,5,2,1
2017-05-29,1,1,5,2,1
2017-05-30,1,2,5,2,1
2017-05-31,59731.4,3,5,2,0
2017-06-01,61794.65,4,6,2,0
2017-06-02,59451.51,5,6,2,0
2017-06-03,1,6,6,2,1
2017-06-04,1,7,6,2,1
2017-06-05,74850.42,1,6,2,0
2017-06-06,72957.72,2,6,2,0
2017-06-07,66435.06,3,6,2,0
2017-06-08,63874.29,4,6,2,0
2017-06-09,62047.73,5,6,2,0
2017-06-10,1,6,6,2,1
2017-06-11,1,7,6,2,1
2017-06-12,72779.85,1,6,2,0
2017-06-13,67335.41,2,6,2,0
2017-06-14,70301.76,3,6,2,0
2017-06-15,71767.87,4,6,2,0
2017-06-16,75783.56,5,6,2,0
2017-06-17,1,6,6,2,1
2017-06-18,1,7,6,2,1
2017-06-19,71704.42,1,6,2,0
2017-06-20,72268.98,2,6,2,0
2017-06-21,69959.11,3,6,2,0
2017-06-22,68460.22,4,6,2,0
2017-06-23,67502.43,5,6,2,0
2017-06-24,1,6,6,2,1
2017-06-25,1,7,6,2,1
2017-06-26,76026.28,1,6,2,0
2017-06-27,69895.65,2,6,2,0
2017-06-28,76671.3,3,6,2,0
2017-06-29,71709.01,4,6,2,0
2017-06-30,69653.5,5,6,2,0
2017-07-01,1,6,7,3,1
2017-07-02,1,7,7,3,1
2017-07-03,75249,1,7,3,0
2017-07-04,75348.12,2,7,3,0
2017-07-05,68404.6,3,7,3,0
2017-07-06,70436.28,4,7,3,0
2017-07-07,66012.99,5,7,3,0
2017-07-08,1,6,7,3,1
2017-07-09,1,7,7,3,1
2017-07-10,75032.31,1,7,3,0
2017-07-11,77784.88,2,7,3,0
2017-07-12,72647.18,3,7,3,0
2017-07-13,74594.09,4,7,3,0
2017-07-14,75390.16,5,7,3,0
2017-07-15,1,6,7,3,1
2017-07-16,1,7,7,3,1
2017-07-17,67005.46,1,7,3,0
2017-07-18,65866.12,2,7,3,0
2017-07-19,67600.36,3,7,3,0
2017-07-20,67465.78,4,7,3,0
2017-07-21,60105.9,5,7,3,0
2017-07-22,1,6,7,3,1
2017-07-23,1,7,7,3,1
2017-07-24,67486.21,1,7,3,0
2017-07-25,75113.36,2,7,3,0
2017-07-26,71081.99,3,7,3,0
2017-07-27,69694.08,4,7,3,0
2017-07-28,65091.06,5,7,3,0
2017-07-29,1,6,7,3,1
2017-07-30,1,7,7,3,1
2017-07-31,70753.3,1,7,3,0
2017-08-01,77123.06,2,8,3,0
2017-08-02,72866.08,3,8,3,0
2017-08-03,77323.7,4,8,3,0
2017-08-04,70382.68,5,8,3,0
2017-08-05,1,6,8,3,1
2017-08-06,1,7,8,3,1
2017-08-07,75882.16,1,8,3,0
2017-08-08,75936.3,2,8,3,0
2017-08-09,81944.61,3,8,3,0
2017-08-10,80621.97,4,8,3,0
2017-08-11,76306.56,5,8,3,0
2017-08-12,1,6,8,3,1
2017-08-13,1,7,8,3,1
2017-08-14,78505.93,1,8,3,0
2017-08-15,78454.54,2,8,3,0
2017-08-16,78577.16,3,8,3,0
2017-08-17,76243.84,4,8,3,0
2017-08-18,74592.21,5,8,3,0
2017-08-19,1,6,8,3,1
2017-08-20,1,7,8,3,1
2017-08-21,77457.53,1,8,3,0
2017-08-22,77343.11,2,8,3,0
2017-08-23,72763.23,3,8,3,0
2017-08-24,73668.54,4,8,3,0
2017-08-25,68466.14,5,8,3,0
2017-08-26,1,6,8,3,1
2017-08-27,1,7,8,3,1
2017-08-28,71599.18,1,8,3,0
2017-08-29,68849.73,2,8,3,0
2017-08-30,72920.72,3,8,3,0
2017-08-31,75414.96,4,8,3,0
2017-09-01,69087.8,5,9,3,0
2017-09-02,1,6,9,3,1
2017-09-03,1,7,9,3,1
2017-09-04,76764.4,1,9,3,0
2017-09-05,74107.82,2,9,3,0
2017-09-06,74360.4,3,9,3,0
2017-09-07,72862.44,4,9,3,0
2017-09-08,71129.22,5,9,3,0
2017-09-09,1,6,9,3,1
2017-09-10,1,7,9,3,1
2017-09-11,77806.9,1,9,3,0
2017-09-12,73766.5,2,9,3,0
2017-09-13,69382.2,3,9,3,0
2017-09-14,61326.08,4,9,3,0
2017-09-15,58066.01,5,9,3,0
2017-09-16,1,6,9,3,1
2017-09-17,1,7,9,3,1
2017-09-18,71235.8,1,9,3,0
2017-09-19,72221.6,2,9,3,0
2017-09-20,70489.6,3,9,3,0
2017-09-21,71342,4,9,3,0
2017-09-22,67780.65,5,9,3,0
2017-09-23,1,6,9,3,1
2017-09-24,1,7,9,3,1
2017-09-25,70247.8,1,9,3,0
2017-09-26,70313.1,2,9,3,0
2017-09-27,64244,3,9,3,0
2017-09-28,61348.8,4,9,3,0
2017-09-29,52986.78,5,9,3,0
2017-09-30,38851.45,6,9,3,0
2017-10-01,1,7,10,4,1
2017-10-02,1,1,10,4,1
2017-10-03,1,2,10,4,1
2017-10-04,1,3,10,4,1
2017-10-05,1,4,10,4,1
2017-10-06,1,5,10,4,1
2017-10-07,1,6,10,4,1
2017-10-08,1,7,10,4,1
2017-10-09,64292.05,1,10,4,0
2017-10-10,70966.3,2,10,4,0
2017-10-11,69523.7,3,10,4,0
2017-10-12,69997.1,4,10,4,0
2017-10-13,67735.3,5,10,4,0
2017-10-14,1,6,10,4,1
2017-10-15,1,7,10,4,1
2017-10-16,74874.8,1,10,4,0
2017-10-17,101191.5,2,10,4,0
2017-10-18,82126.93,3,10,4,0
2017-10-19,69809.7,4,10,4,0
2017-10-20,71384,5,10,4,0
2017-10-21,1,6,10,4,1
2017-10-22,1,7,10,4,1
2017-10-23,74172.5,1,10,4,0
2017-10-24,73291.1,2,10,4,0
2017-10-25,67947,3,10,4,0
2017-10-26,64393.3,4,10,4,0
2017-10-27,66997.58,5,10,4,0
2017-10-28,1,6,10,4,1
2017-10-29,1,7,10,4,1
2017-10-30,52070.9,1,10,4,0
2017-10-31,45800,2,10,4,0
2017-11-01,45298.57,3,11,4,0
2017-11-02,70798.14,4,11,4,0
2017-11-03,73247.28,5,11,4,0
2017-11-04,1,6,11,4,1
2017-11-05,1,7,11,4,1
2017-11-06,73950.18,1,11,4,0
2017-11-07,68676.75,2,11,4,0
2017-11-08,68304.6,3,11,4,0
2017-11-09,71186,4,11,4,0
2017-11-10,70067.6,5,11,4,0
2017-11-11,1,6,11,4,1
2017-11-12,1,7,11,4,1
2017-11-13,73728.1,1,11,4,0
2017-11-14,70413.9,2,11,4,0
2017-11-15,73029.8,3,11,4,0
2017-11-16,63096.7,4,11,4,0
2017-11-17,67595.9,5,11,4,0
2017-11-18,1,6,11,4,1
2017-11-19,1,7,11,4,1
2017-11-20,72892.4,1,11,4,0
2017-11-21,75294.3,2,11,4,0
2017-11-22,70101.8,3,11,4,0
2017-11-23,69748.57,4,11,4,0
2017-11-24,63305.45,5,11,4,0
2017-11-25,1,6,11,4,1
2017-11-26,1,7,11,4,1
2017-11-27,69957,1,11,4,0
2017-11-28,70496.8,2,11,4,0
2017-11-29,70440.7,3,11,4,0
2017-11-30,71984.65,4,11,4,0
2017-12-01,71925.2,5,12,4,0
2017-12-02,1,6,12,4,1
2017-12-03,1,7,12,4,1
2017-12-04,71439.5,1,12,4,0
2017-12-05,76122,2,12,4,0
2017-12-06,72565.7,3,12,4,0
2017-12-07,74421.8,4,12,4,0
2017-12-08,65529.2,5,12,4,0
2017-12-09,1,6,12,4,1
2017-12-10,1,7,12,4,1
2017-12-11,74235.6,1,12,4,0
2017-12-12,72360.54,2,12,4,0
2017-12-13,72507.2,3,12,4,0
2017-12-14,72732.1,4,12,4,0
2017-12-15,65206.6,5,12,4,0
2017-12-16,1,6,12,4,1
2017-12-17,1,7,12,4,1
2017-12-18,93553.8,1,12,4,0
2017-12-19,80753.8,2,12,4,0
2017-12-20,88377.5,3,12,4,0
2017-12-21,68261.2,4,12,4,0
2017-12-22,59812.8,5,12,4,0
2017-12-23,1,6,12,4,1
2017-12-24,1,7,12,4,1
2017-12-25,64504.2,1,12,4,0
2017-12-26,59656.8,2,12,4,0
2017-12-27,59690.5,3,12,4,0
2017-12-28,59128.7,4,12,4,0
2017-12-29,52039.58,5,12,4,0
2017-12-30,1,6,12,4,1
2017-12-31,1,7,12,4,1
2018-01-01,1,1,1,1,1
2018-01-02,65729.9,2,1,1,0
2018-01-03,69247.2,3,1,1,0
2018-01-04,68391.1,4,1,1,0
2018-01-05,65919.1,5,1,1,0
2018-01-06,1,6,1,1,1
2018-01-07,1,7,1,1,1
2018-01-08,74114.6,1,1,1,0
2018-01-09,75718.67,2,1,1,0
2018-01-10,78502.65,3,1,1,0
2018-01-11,71424.6,4,1,1,0
2018-01-12,69340.8,5,1,1,0
2018-01-13,1,6,1,1,1
2018-01-14,1,7,1,1,1
2018-01-15,73572.94,1,1,1,0
2018-01-16,73872.4,2,1,1,0
2018-01-17,80656.9,3,1,1,0
2018-01-18,73882.74,4,1,1,0
2018-01-19,67912.6,5,1,1,0
2018-01-20,1,6,1,1,1
2018-01-21,1,7,1,1,1
2018-01-22,85140.35,1,1,1,0
2018-01-23,78137.2,2,1,1,0
2018-01-24,114428.4,3,1,1,0
2018-01-25,70308.5,4,1,1,0
2018-01-26,84192.4,5,1,1,0
2018-01-27,1,6,1,1,1
2018-01-28,1,7,1,1,1
2018-01-29,76791.2,1,1,1,0
2018-01-30,67801.6,2,1,1,0
2018-01-31,66415.8,3,1,1,0
2018-02-01,69159.6,4,2,1,0
2018-02-02,91393.6,5,2,1,0
2018-02-03,1,6,2,1,1
2018-02-04,1,7,2,1,1
2018-02-05,67841.3,1,2,1,0
2018-02-06,66973.29,2,2,1,0
2018-02-07,67227.1,3,2,1,0
2018-02-08,59174,4,2,1,0
2018-02-09,54415.7,5,2,1,0
2018-02-10,1,6,2,1,1
2018-02-11,40329.15,7,2,1,0
2018-02-12,43398.05,1,2,1,0
2018-02-13,26269.4,2,2,1,0
2018-02-14,7876.2,3,2,1,0
2018-02-15,1,4,2,1,1
2018-02-16,1,5,2,1,1
2018-02-17,1,6,2,1,1
2018-02-18,1,7,2,1,1
2018-02-19,1,1,2,1,1
2018-02-20,1,2,2,1,1
2018-02-21,1,3,2,1,1
2018-02-22,26814.2,4,2,1,0
2018-02-23,36929.65,5,2,1,0
2018-02-24,35092.9,6,2,1,0
2018-02-25,1,7,2,1,1
2018-02-26,67676.95,1,2,1,0
2018-02-27,70333.3,2,2,1,0
2018-02-28,64141.3,3,2,1,0
2018-03-01,66476.7,4,3,1,0
2018-03-02,66164.1,5,3,1,0
2018-03-03,1,6,3,1,1
2018-03-04,1,7,3,1,1
2018-03-05,68983.2,1,3,1,0
2018-03-06,71010.7,2,3,1,0
2018-03-07,85116.1,3,3,1,0
2018-03-08,66050.9,4,3,1,0
2018-03-09,67824.55,5,3,1,0
2018-03-10,1,6,3,1,1
2018-03-11,1,7,3,1,1
2018-03-12,69217.8,1,3,1,0
2018-03-13,76381,2,3,1,0
2018-03-14,68778.7,3,3,1,0
2018-03-15,72733.1,4,3,1,0
2018-03-16,69346.2,5,3,1,0
2018-03-17,1,6,3,1,1
2018-03-18,1,7,3,1,1
2018-03-19,69019,1,3,1,0
2018-03-20,73291.87,2,3,1,0
2018-03-21,71055.6,3,3,1,0
2018-03-22,69535.1,4,3,1,0
2018-03-23,67151.6,5,3,1,0
2018-03-24,1,6,3,1,1
2018-03-25,1,7,3,1,1
2018-03-26,68657.8,1,3,1,0
2018-03-27,68092.5,2,3,1,0
2018-03-28,70226.09,3,3,1,0
2018-03-29,4715.9,4,3,1,0
2018-03-30,1,5,3,1,1
2018-03-31,1,6,3,1,1
2018-04-01,1,7,4,2,1
2018-04-02,2923.7,1,4,2,0
2018-04-03,1,2,4,2,1
2018-04-04,1,3,4,2,1
2018-04-05,1,4,4,2,1
2018-04-06,1,5,4,2,1
2018-04-07,1,6,4,2,1
2018-04-08,1,7,4,2,1
2018-04-09,18758.2,1,4,2,0
2018-04-10,75695.42,2,4,2,0
2018-04-11,94485.24,3,4,2,0
2018-04-12,47948.2,4,4,2,0
